id_venda,data_venda,cliente,produto,categoria,regiao,quantidade,preco_unitario
343,2024-09-09,Cliente_039,Smartphone,Celulares,Sul,10.0,2495.92
344,2024-06-18,Cliente_021,Notebook,Computadores,Sudeste,9.0,3476.89
345,2024-03-13,Cliente_024,Notebook,Computadores,Centro-Oeste,3.0,3590.94
346,2024-06-14,Cliente_032,Teclado,Periféricos,Nordeste,2.0,237.74
347,2024-11-10,Cliente_020,Smartphone,Celulares,Nordeste,9.0,2327.75
348,2024-12-25,Cliente_003,Smartphone,Celulares,Sul,3.0,2351.03
349,2024-11-09,Cliente_048,Teclado,Periféricos,Sudeste,6.0,281.58
350,2024-03-26,Cliente_047,Smartphone,Celulares,Nordeste,6.0,2518.37
351,2024-05-07,Cliente_004,Monitor,Computadores,Centro-Oeste,1.0,1115.48
352,2024-07-30,Cliente_031,Monitor,Computadores,Norte,7.0,1368.88
353,2024-02-07,Cliente_007, Mouse,Periféricos,Sudeste,4.0,
354,2024-03-23,Cliente_039,Tablet,Celulares,Norte,3.0,2009.48
355,2024-11-30,Cliente_014,Monitor,Computadores,Sul,1.0,1175.28
356,2024-10-03,Cliente_037,Monitor,Computadores,Norte,9.0,1279.93
357,2024-07-03,Cliente_031,Headset,Periféricos,Sul,,313.63
358,2024-11-22,Cliente_026,Notebook,Computadores,Centro-Oeste,1.0,3192.3
359,2024-10-05,Cliente_003,Monitor,Computadores,Nordeste,5.0,1052.81
360,2024-05-17,Cliente_043,Monitor,Computadores,Nordeste,8.0,1114.82
361,2024-10-28,Cliente_035,Headset,Periféricos,Centro-Oeste,9.0,340.97
362,2024-02-10,Cliente_034,Teclado,Periféricos,Norte,4.0,248.22
363,2024-08-17,Cliente_009,Mouse,Periféricos,Sudeste,10.0,107.31
364,2024-08-10,Cliente_021,Monitor,Computadores,Sudeste,2.0,1375.78
365,2024-10-09,Cliente_045,Notebook,Computadores,Norte,7.0,3559.18
366,2024-02-27,Cliente_007,Teclado,Periféricos,Sudeste,9.0,271.13
367,2024-10-01,Cliente_037,Teclado,Periféricos,Norte,2.0,271.43
368,2024-07-25,Cliente_022,Monitor,Computadores,Sul,1.0,1081.99
369,2024-07-09,Cliente_032,Notebook,Computadores,Sudeste,,3941.88
370,2024-08-14,Cliente_006,Headset,Periféricos,Sul,4.0,311.61
371,2024-07-27,Cliente_033,Monitor,Computadores,Sul,4.0,1348.84
372,2024-07-25,Cliente_013,Notebook,Computadores,Sul,5.0,3720.05
373,2024-08-21,Cliente_030,Headset,Periféricos,Norte,1.0,323.7
374,2024-05-03,Cliente_038,Monitor,Computadores,Norte,2.0,1265.22
375,2024-05-12,Cliente_011,Tablet,Celulares,Norte,6.0,1618.3
376,2024-11-27,Cliente_050,Headset,Periféricos,Sudeste,4.0,387.5
377,2024-11-03,Cliente_046,Monitor,Computadores,Nordeste,3.0,1253.05
378,2024-08-23,Cliente_026,Monitor,Computadores,Norte,7.0,1326.57
379,2024-12-05,Cliente_019,Notebook,Computadores,Nordeste,1.0,3512.09
380,2024-06-21,Cliente_046,Mouse,Periféricos,Nordeste,2.0,119.34
381,2024-05-03,Cliente_043,Smartphone,Celulares,Nordeste,3.0,2211.41
382,2024-12-01,Cliente_048,Mouse,Periféricos,Sudeste,3.0,127.97
383,2024-06-24,Cliente_043,Teclado,Periféricos,Nordeste,10.0,273.7
384,2024-12-02,Cliente_017,Teclado,Periféricos,Norte,5.0,275.91
385,2024-06-20,Cliente_027,Headset,Periféricos,Nordeste,3.0,396.93
386,2024-08-25,Cliente_040,Tablet,Celulares,Sudeste,5.0,1846.21
387,2024-12-14,Cliente_009,Monitor,Computadores,Sul,4.0,1200.17
388,2024-08-22,Cliente_022,Tablet,Celulares,Sul,7.0,2063.08
389,2024-05-20,Cliente_049,Tablet,Celulares,Sudeste,1.0,1532.55
390,2024-08-07,Cliente_013,Smartphone,Celulares,Nordeste,10.0,2156.25
391,2024-09-28,Cliente_045,Notebook,Computadores,Nordeste,6.0,3769.69
392,2024-09-14,Cliente_019,Tablet,Celulares,Centro-Oeste,3.0,1585.46
393,2024-06-21,Cliente_032,Mouse,Periféricos,Nordeste,9.0,123.47
394,2024-07-25,Cliente_002,Headset,Periféricos,Norte,,314.81
395,2024-12-30,Cliente_035,Teclado,Periféricos,Norte,3.0,
396,2024-12-04,Cliente_029,Notebook,Computadores,Centro-Oeste,10.0,4019.41
397,2024-12-25,Cliente_043,Notebook,Computadores,Sudeste,9.0,3240.38
398,2024-11-06,Cliente_040,Mouse,Periféricos,Sudeste,9.0,111.72
399,2024-09-11,Cliente_013,Tablet,Celulares,Nordeste,2.0,1953.77
400,2024-01-21,Cliente_016,Mouse,Periféricos,Sudeste,7.0,112.63
401,2024-10-20,Cliente_047,Notebook,Computadores,Sudeste,2.0,3927.22
402,2024-05-31,Cliente_019,Tablet,Celulares,Nordeste,4.0,1776.65
403,2024-02-29,Cliente_043,Headset,Periféricos,Sul,6.0,342.23
404,2024-11-14,Cliente_008,Tablet,Celulares,Centro-Oeste,6.0,2013.04
405,2024-07-16,Cliente_011,Monitor,Computadores,Sudeste,8.0,1117.86
406,2024-03-22,Cliente_029,Smartphone,Celulares,Sul,1.0,2517.84
407,2024-11-09,Cliente_009,Teclado,Periféricos,Centro-Oeste,,270.94
408,2024-08-13,Cliente_044,Monitor,Computadores,Norte,,1339.53
409,2024-04-24,Cliente_045,Headset,Periféricos,Norte,10.0,373.5
410,2024-05-07,Cliente_036,Notebook,Computadores,Norte,7.0,3669.8
411,2024-03-21,Cliente_049,Notebook,Computadores,Centro-Oeste,1.0,3650.57
412,2024-05-22,Cliente_016,Tablet,Celulares,Sudeste,4.0,1708.68
413,2024-08-17,Cliente_048,Monitor,Computadores,Sudeste,8.0,1308.45
414,2024-10-12,Cliente_041,Notebook,Computadores,Nordeste,7.0,3407.96
415,2024-12-09,Cliente_030,Teclado,Periféricos,Nordeste,9.0,228.01
416,2024-12-02,Cliente_001,Teclado,Periféricos,Nordeste,10.0,257.5
417,2024-07-10,Cliente_046,Tablet,Celulares,Centro-Oeste,5.0,1825.75
418,2024-04-06,Cliente_013,Notebook,Computadores,Nordeste,5.0,3616.39
419,2024-11-20,Cliente_043,Notebook,Computadores,Norte,7.0,3023.83
420,2024-01-03,Cliente_031,Teclado,Periféricos,Norte,3.0,284.79
421,2024-03-29,Cliente_021,Headset,Periféricos,Norte,3.0,370.14
422,2024-12-20,Cliente_029,Monitor,Computadores,Sul,7.0,1372.62
423,2024-09-19,Cliente_036,Smartphone,Celulares,Sul,7.0,2267.67
424,2024-05-28,Cliente_012,Smartphone,Celulares,Norte,4.0,2281.95
425,2024-06-29,Cliente_044,Teclado,Periféricos,Norte,6.0,265.78
426,2024-09-24,Cliente_018,Tablet,Celulares,Sul,7.0,1966.48
427,2024-02-01,Cliente_029,Tablet,Celulares,Sudeste,5.0,1609.07
428,2024-11-27,Cliente_019,Teclado,Periféricos,Sudeste,9.0,277.36
429,2024-12-16,Cliente_040, Monitor,Computadores,Centro-Oeste,7.0,1169.96
430,2024-12-26,Cliente_013,Headset,Periféricos,Sul,4.0,393.21
431,2024-12-15,Cliente_003,Tablet,Celulares,Centro-Oeste,8.0,1625.81
432,2024-03-23,Cliente_010,Tablet,Celulares,Sudeste,9.0,1672.69
433,2024-11-16,Cliente_023,Smartphone,Celulares,Sudeste,6.0,2263.94
434,2024-04-04,Cliente_026,Headset,Periféricos,Sudeste,6.0,352.67
435,2024-12-05,Cliente_034,Tablet,Celulares,Centro-Oeste,4.0,2007.03
436,2024-06-26,Cliente_003,Teclado,Periféricos,Nordeste,1.0,221.1
437,2024-10-03,Cliente_033,Monitor,Computadores,Norte,2.0,
438,2024-11-29,Cliente_050,Monitor,Computadores,Norte,8.0,1035.79
439,2024-04-17,Cliente_007,Teclado,Periféricos,Sul,1.0,259.52
440,2024-02-06,Cliente_006,Teclado,Periféricos,Sudeste,7.0,260.99
441,2024-10-12,Cliente_029,Notebook,Computadores,Centro-Oeste,3.0,3808.93
442,2024-12-10,Cliente_048,Monitor,Computadores,Norte,6.0,
443,2024-09-14,Cliente_049,Notebook,Computadores,Centro-Oeste,2.0,3350.59
444,2024-01-16,Cliente_035,Monitor,Computadores,Nordeste,7.0,1315.96
445,2024-11-27,Cliente_008,Mouse,Periféricos,Sudeste,3.0,112.73
446,2024-10-02,Cliente_047,Notebook,Computadores,Nordeste,10.0,3601.49
447,2024-09-19,Cliente_008,Smartphone,Celulares,Sul,7.0,2467.71
448,2024-10-08,Cliente_007,Mouse,Periféricos,Sul,10.0,132.68
449,2024-06-18,Cliente_005,Mouse,Periféricos,Sul,10.0,119.54
450,2024-11-11,Cliente_021,Tablet,Celulares,Centro-Oeste,8.0,1773.35
451,2024-04-23,Cliente_044,Smartphone,Celulares,Nordeste,1.0,2076.72
452,2024-06-05,Cliente_018,Monitor,Computadores,Sul,8.0,1180.33
453,2024-11-16,Cliente_002, Teclado,Periféricos,Norte,4.0,232.24
454,2024-04-18,Cliente_031,Teclado,Periféricos,Sul,7.0,270.19
455,2024-10-28,Cliente_026,Tablet,Celulares,Nordeste,7.0,1650.59
456,2024-11-10,Cliente_037,Teclado,Periféricos,Norte,1.0,262.2
457,2024-09-04,Cliente_017,Mouse,Periféricos,Nordeste,3.0,128.49
458,2024-09-22,Cliente_003,Smartphone,Celulares,Sudeste,1.0,2311.27
459,2024-09-23,Cliente_037,Mouse,Periféricos,Sul,6.0,105.72
460,2024-11-30,Cliente_015,Monitor,Computadores,Norte,7.0,1151.51
461,2024-06-25,Cliente_009,Monitor,Computadores,Centro-Oeste,6.0,1314.21
462,2024-11-25,Cliente_008,Smartphone,Celulares,Sul,4.0,1920.88
463,2024-09-03,Cliente_027,Monitor,Computadores,Sudeste,6.0,1279.29
464,2024-10-30,Cliente_004,Smartphone,Celulares,Sul,1.0,1954.4
465,2024-07-26,Cliente_043, Tablet,Celulares,Nordeste,3.0,1808.99
466,2024-08-29,Cliente_038,Notebook,Computadores,Sul,4.0,3446.66
467,2024-12-17,Cliente_025,Teclado,Periféricos,Sul,9.0,232.34
468,2024-09-15,Cliente_040,Notebook,Computadores,Norte,1.0,3187.47
469,2024-03-01,Cliente_001,Notebook,Computadores,Centro-Oeste,9.0,3503.5
470,2024-01-23,Cliente_050,Teclado,Periféricos,Centro-Oeste,7.0,240.28
471,2024-12-22,Cliente_006,Tablet,Celulares,Nordeste,10.0,1964.5
472,2024-04-06,Cliente_034, Teclado,Periféricos,Sudeste,,243.15
473,2024-06-10,Cliente_017,Monitor,Computadores,Norte,4.0,1267.6
474,2024-05-21,Cliente_036,Monitor,Computadores,Centro-Oeste,10.0,1151.63
475,2024-09-04,Cliente_048,Smartphone,Celulares,Sul,6.0,2239.0
476,2024-08-16,Cliente_022,Headset,Periféricos,Norte,2.0,376.02
477,2024-11-21,Cliente_028,Teclado,Periféricos,Sudeste,,224.56
478,2024-02-10,Cliente_042,Notebook,Computadores,Norte,5.0,3207.86
479,2024-03-30,Cliente_034,Tablet,Celulares,Nordeste,10.0,1561.03
480,2024-09-18,Cliente_016,Smartphone,Celulares,Sudeste,1.0,2387.41
481,2024-07-23,Cliente_048,Smartphone,Celulares,Sudeste,2.0,2527.9
482,2024-10-13,Cliente_039,Notebook,Computadores,Sul,9.0,3273.72
483,2024-05-13,Cliente_022,Monitor,Computadores,Sudeste,7.0,1226.97
484,2024-10-02,Cliente_037,Headset,Periféricos,Centro-Oeste,9.0,397.95
485,2024-08-22,Cliente_017,Headset,Periféricos,Sudeste,4.0,377.03
486,2024-04-27,Cliente_045,Monitor,Computadores,Nordeste,4.0,1263.69
487,2024-12-10,Cliente_021,Smartphone,Celulares,Nordeste,5.0,1931.39
488,2024-12-15,Cliente_016,Smartphone,Celulares,Nordeste,10.0,2047.59
489,2024-05-07,Cliente_006,Smartphone,Celulares,Centro-Oeste,4.0,2003.83
490,2024-10-04,Cliente_037,Teclado,Periféricos,Nordeste,1.0,269.82
491,2024-09-18,Cliente_028,Monitor,Computadores,Centro-Oeste,3.0,1374.38
492,2024-07-20,Cliente_034,Teclado,Periféricos,Centro-Oeste,1.0,250.19
493,2024-04-17,Cliente_012,Tablet,Celulares,Norte,1.0,1536.38
494,2024-11-09,Cliente_049,Tablet,Celulares,Nordeste,4.0,1675.48
495,2024-04-02,Cliente_047,Tablet,Celulares,Nordeste,7.0,1681.0
496,2024-07-14,Cliente_001,Headset,Periféricos,Sul,4.0,355.81
497,2024-11-18,Cliente_036,Monitor,Computadores,Norte,8.0,1068.41
498,2024-03-24,Cliente_029,Notebook,Computadores,Nordeste,7.0,3078.92
499,2024-10-12,Cliente_044, Tablet,Celulares,Norte,6.0,1724.57
500,2024-11-28,Cliente_033,Smartphone,Celulares,Centro-Oeste,10.0,2250.09
